Name,Address,Coordinates
Roca,,"[58.4034145, 23.5914528]"
Wooden Joinery,,"[58.4039541, 23.5907496]"
Daar Al Abeer,,"[58.4023777, 23.5880223]"
Burj Bowsher Trading,,"[58.4027797, 23.5879901]"
Auto Polish,,"[58.4000565, 23.5840475]"
Cars & Vehicles Services,,"[58.4000259, 23.5840503]"
Laundry,,"[58.3978476, 23.584846]"
Cargo Services,,"[58.3977605, 23.5848838]"
Super Market,,"[58.3986545, 23.5859526]"
East Stationary,,"[58.4003891, 23.5919367]"
Ladies Tailoring,,"[58.4059757, 23.5908396]"
Osan Furniture,,"[58.4053303, 23.5907544]"
Farna Fashion,,"[58.40553, 23.591513]"
Al Bait al Arabi Bakery,,"[58.4054783, 23.5915256]"
Supermarket,,"[58.4052718, 23.5915919]"
Ladies Tailoring,,"[58.4049913, 23.5916534]"
Flora,,"[58.4036931, 23.5936375]"
Laundry & Dry Cleaning,,"[58.4086423, 23.5948914]"
Qaseel Trading,,"[58.4050046, 23.5890307]"
Spare Parts,,"[58.4042327, 23.5887688]"
Space,,"[58.4019514, 23.5915809]"
Cars Electrician & Spare Parts,,"[58.4043808, 23.5901223]"
Computer Sale & Services,,"[58.4042546, 23.5899763]"
Barber Shop,,"[58.4042482, 23.5899371]"
Hempel,,"[58.4015456, 23.5840723]"
Borj Al-Farres,,"[58.3972092, 23.5846537]"
Ladies Tailoring,,"[58.3995079, 23.5835909]"
مركز ليليان للجمال,,"[58.2357816, 23.6133695]"
Abu Rabiya,,"[58.5647655, 23.5917408]"
Al Ahli,,"[58.5649121, 23.5917416]"
Steel Workshop,,"[58.5651429, 23.591757]"
Auto Electrician,,"[58.5659459, 23.591955]"
Auto Spare Parts,,"[58.5659146, 23.5924754]"
Car Axle & Break Repair,,"[58.5659217, 23.5924226]"
Trade of Fish.,,"[58.565144, 23.5926937]"
Retail of Construction Materials,,"[58.5651541, 23.592365]"
Glass Decor Fixing,,"[58.5650703, 23.5921123]"
Food Stuff,,"[58.5650349, 23.5921095]"
Retail of Construction Material,,"[58.5649743, 23.5921058]"
Sale of Building Materials,,"[58.5643762, 23.5925965]"
Fashion Center Point,,"[58.5638729, 23.5826476]"
Laundry,,"[58.5638523, 23.5826964]"
Dubai Travels,,"[58.5628243, 23.5879596]"
Car Decoration & Upholstery,,"[58.5625839, 23.5880598]"
Silver Jubilee Corner,,"[58.5630852, 23.5910678]"
Zahrat Dubai Spare Parts,,"[58.5631538, 23.5913708]"
Motor & Electrical Repair,,"[58.5632543, 23.5913596]"
Auto Electrical,,"[58.5640041, 23.5915593]"
Auto Workshop,,"[58.5648025, 23.5915244]"
Elite International,,"[58.5662225, 23.5921993]"
Ibn Al Sulaimi Trading,,"[58.5662211, 23.5922341]"
Regent Oil Field Trading,,"[58.5670897, 23.5823144]"
Luxuries,,"[58.5695404, 23.5696358]"
Food Stuff,,"[58.5695175, 23.5696069]"
Al Maafa Shopping,,"[58.5810183, 23.564698]"
Laundry,,"[58.5696267, 23.5752518]"
Bakery & Barbeque,,"[58.569648, 23.5752201]"
Al Wadi A Kabir Bakery,,"[58.5696833, 23.5751668]"
Mabubiya Trading,,"[58.5701114, 23.5745335]"
Gold & Silver Smith,,"[58.5702052, 23.5743964]"
Ladies Tailoring,,"[58.5702203, 23.5743696]"
Al Jinan Shopping Centre,,"[58.5706968, 23.5746125]"
Barber Shop,,"[58.5704149, 23.5752368]"
Laundry,,"[58.5703648, 23.5753134]"
Barber Shop,,"[58.5703397, 23.5753501]"
Barber Shop,,"[58.5703147, 23.5753884]"
Ironing of Clothing,,"[58.5809414, 23.5647734]"
Coffee Shop,,"[58.5808418, 23.5647622]"
Special Day Barber,,"[58.5787818, 23.5659277]"
Hankook,,"[58.5552304, 23.5912594]"
Xport Trading Enterprises,,"[58.5543964, 23.5900004]"
Dunlop,,"[58.5542531, 23.5897931]"
Sharaf DG,,"[58.5531183, 23.5897743]"
Coffee Shop,,"[58.553199, 23.5898887]"
Al Adil Cold Stores,,"[58.5516713, 23.5919695]"
Mehdi Store,,"[58.5517139, 23.5918591]"
Sign Shore,,"[58.5521985, 23.5899645]"
Creative Graphics,,"[58.5521553, 23.5900132]"
Sanad Service Center,,"[58.5521946, 23.5915613]"
Export & Imports Office,,"[58.5511281, 23.5921004]"
HBL,,"[58.5499323, 23.5932515]"
Aldar Coffee Shop,,"[58.5496307, 23.5938497]"
Mustafa Ahmed Salman Trading,,"[58.5499991, 23.5943098]"
Zero Point,,"[58.5506368, 23.5939366]"
Double Road,,"[58.5536641, 23.5878616]"
Best Polishing,,"[58.5537554, 23.5877811]"
Tyre Store,,"[58.5543189, 23.5872406]"
Steel Works,,"[58.5545875, 23.5869574]"
Upholstery of Car Seats,,"[58.5560795, 23.5858707]"
Auto Paints,,"[58.5561936, 23.5858305]"
Signtrade,,"[58.5569134, 23.5851966]"
Bahjat Al Takiya Trading,,"[58.5569643, 23.5851468]"
Al Aqdeen Trading,,"[58.5580298, 23.5857822]"
Gulf Supply & Services,,"[58.5580983, 23.5858289]"
Oil Field Equipment Supply,,"[58.5583019, 23.5859817]"
Gulf Supply & Sales,,"[58.5584002, 23.5860557]"
Sunny Shopping Center,,"[58.5578859, 23.5866944]"
Nismat A'Dhahra Trading,,"[58.5586541, 23.5875379]"
Nismat A'Dhahra,,"[58.558605, 23.5876039]"
Muscat Safety & Security Products,,"[58.55854, 23.5876843]"
Muscat Oilfield Enterprises,,"[58.5584997, 23.5877422]"
Comprehensive Focus Trading,,"[58.5568057, 23.5894362]"
Sale of Air Conditioning Spare Parts,,"[58.556746, 23.5894459]"
Auto Tyre Repairing,,"[58.556437, 23.5895408]"
Electrical Instalation Works,,"[58.5564095, 23.5896075]"
Motor Vehicle Electrical Repair,,"[58.556365, 23.5896904]"
Aluminum Workshop,,"[58.556286, 23.5897532]"
Oman Hardware,,"[58.5557418, 23.5900154]"
Omas Trading,,"[58.5554698, 23.5901634]"
Assamim Trading,,"[58.5553802, 23.5901763]"
Abu Arif Al Kindi Trading,,"[58.5552415, 23.5901747]"
Spare Parts,,"[58.5543853, 23.5872819]"
Air Conditioning Spare Parts,,"[58.5543618, 23.5873058]"
Dunlop,,"[58.554049, 23.5876288]"
Al Zahra Printing,,"[58.5540018, 23.5876788]"
SKS Trading,,"[58.5539646, 23.5877209]"
Auto Electrician Radiator Repairing,,"[58.5541098, 23.5881224]"
Al Ramah Al Arabia,,"[58.5541384, 23.5881429]"
Repairing of Car Truck Radiator & Auto Elecrician,,"[58.5548806, 23.5884841]"
Steel Workship,,"[58.554929, 23.5884307]"
Ali & Ali Trading,,"[58.5553745, 23.587995]"
Al Balad Modern Laundry,,"[58.555768, 23.587647]"
Coffee Shop,,"[58.5571543, 23.5880019]"
Welding Workshop,,"[58.5572176, 23.5880383]"
Sale of Auto Paints,,"[58.5572859, 23.5880792]"
Steel & Welding Workshop,,"[58.557547, 23.5849684]"
Auto Electricity,,"[58.5576604, 23.5851523]"
Steel Workshop,,"[58.5577215, 23.5851971]"
Aluminum Workshop,,"[58.5577686, 23.5852403]"
Store,,"[58.5578837, 23.5853586]"
Steel Workshop,,"[58.5579326, 23.5853938]"
East Arabian Computer Stationery,,"[58.5580687, 23.5855105]"
Ratanshi Gordhandas & Partners,,"[58.5582327, 23.5856432]"
Asfahan Trading,,"[58.5585747, 23.5859295]"
Development Services,,"[58.5586671, 23.586003]"
Oil & Gas Services,,"[58.5576813, 23.5892555]"
United Commercial Establishment,,"[58.5576482, 23.5892731]"
Abu Ilyas Trading,,"[58.5575295, 23.5893466]"
Silver Mass Trading,,"[58.5574859, 23.589369]"
Alamood Trading,,"[58.5573097, 23.5894617]"
Advance Oilfields & Industrial Supplies,,"[58.5565193, 23.589943]"
Al Hsag Trading,,"[58.5562174, 23.590023]"
Victory Trader,,"[58.5547431, 23.5896984]"
Coffee Shop,,"[58.5547099, 23.589644]"
New Age Media Solutions,,"[58.554682, 23.5895945]"
Steel Lathe & Welding Workshop,,"[58.5551688, 23.588634]"
Generations Moder Projects,,"[58.5559568, 23.5878582]"
Muscat International Laundry & Dry Cleaning,,"[58.5559844, 23.587834]"
Amur Bin Nassir Al Muharzy Trading,,"[58.5556632, 23.5867712]"
North For Technical Services,,"[58.555482, 23.5867082]"
Repairing of Tyres,,"[58.5554189, 23.5867187]"
Abdulla General Trading,,"[58.5548385, 23.5873315]"
Spare Parts,,"[58.5548052, 23.5873589]"
R 2000,,"[58.5547696, 23.5873946]"
Al Jabalain Enterprises,,"[58.554741, 23.5874219]"
Steel Workshop,,"[58.5546205, 23.5874766]"
Lathe Workshop,,"[58.5545804, 23.5875144]"
Al Fadhel Modern Prodjects,,"[58.5514727, 23.5842981]"
National Salon,,"[58.5518336, 23.5840428]"
Tandoor,,"[58.5518292, 23.5840088]"
Hussain Juma Baqir Trading,,"[58.5517656, 23.5837604]"
Focus Supplies,,"[58.5480626, 23.584549]"
Building Materials,,"[58.5479743, 23.58452]"
United Oman Sky,,"[58.5479374, 23.5845104]"
Bait Al Aqiq,,"[58.5466556, 23.5841623]"
Laundry,,"[58.5462248, 23.5842302]"
Tailoring,,"[58.5461438, 23.5842261]"
Carpet Curtain & Furniture,,"[58.5454688, 23.584469]"
Abu Khalid Al Raist,,"[58.5454698, 23.5844982]"
Al Madina Al Malumat,,"[58.545471, 23.5845289]"
Gazala,,"[58.545488, 23.5845611]"
Al Khamis Shoes,,"[58.5454806, 23.5845862]"
Unique Electronics,,"[58.5455391, 23.5848393]"
King Travel & Tours,,"[58.5455394, 23.584868]"
Sleep Ezze,,"[58.5455428, 23.5849955]"
Foshan Trading Company,,"[58.5455698, 23.5850833]"
Al Zmoroda,,"[58.5455558, 23.5853024]"
Al Zadali United Emerates Upholstery,,"[58.5459495, 23.5853557]"
Al Saleh,,"[58.5463386, 23.5851579]"
Sale of Electrical Items,,"[58.5463976, 23.5851596]"
Yass Trading,,"[58.5465156, 23.5851579]"
Ceramica Cleopatra,,"[58.5466465, 23.5851867]"
Abu Zaki Trading,,"[58.5467498, 23.585185]"
Tamah Trading,,"[58.5469544, 23.5851782]"
Elegant Creative,,"[58.5504734, 23.5872772]"
Al Khoory Equipment,,"[58.5505541, 23.5873438]"
Gulf House United,,"[58.5505999, 23.5873783]"
Pearl Light,,"[58.550973, 23.58758]"
Al Sabbagh Trading,,"[58.5511132, 23.5876785]"
Key Making,,"[58.5510852, 23.5876571]"
Abu Nabil,,"[58.5511865, 23.5877428]"
Abu Muneer National,,"[58.5514233, 23.5879355]"
Jinan Enterprises,,"[58.5514965, 23.5880055]"
Mustafa Hardware Store,,"[58.551537, 23.5880355]"
Dhiya Al Hilal Trading,,"[58.5515713, 23.5880598]"
Al Shams,,"[58.5516352, 23.5882111]"
Rawabi,,"[58.5511906, 23.5843387]"
Coffee Shop,,"[58.5511964, 23.5842761]"
Maunal Bakery,,"[58.5511956, 23.5842477]"
Abu Fakhria Trading,,"[58.5512521, 23.5841578]"
هوم سنتر,,"[57.9983928, 23.6767827]"
شارع الحرير الاقمشه والمنسوجات,,"[57.8936746, 23.7088932]"
الاضواء للأقمشة,,"[57.8935866, 23.7081707]"
كراج موسى البلوشي,,"[58.5740559, 23.5888682]"
Dolphin Radiators شركة الدولفين للرادترات,,"[58.5695806, 23.5895843]"
Blue Scarf,,"[58.5637338, 23.5861839]"
Mars Hypermarket,,"[58.5629956, 23.5866717]"
كراج الاختيار السهل للتجارة,,"[58.5680682, 23.5900682]"
رباني,,"[58.5660058, 23.5924004]"
Spare Parts,,"[58.5609682, 23.591232]"
المايا للتسوق,,"[58.5622739, 23.5871298]"
Jumbo Electronic,,"[58.5623867, 23.5861473]"
نستو هايبر ماركت,,"[58.5614168, 23.5864823]"
Al Wadi Gift Market,,"[58.560637, 23.5842121]"
Lulu Hypermarket,,"[58.5618472, 23.5792714]"
scraps,,"[58.5602546, 23.5942105]"
قطع غيار,,"[58.5612948, 23.5951968]"
Haffaf Muscat,,"[58.5616137, 23.5980583]"
Auto Axle,,"[58.5609152, 23.5912495]"
Al Essa Optician,,"[58.5453645, 23.5843584]"
Qabeel Trading,,"[58.5455158, 23.584818]"
Abu Zaki Trading,,"[58.5473703, 23.5850124]"
Hassan Abdullah,,"[58.5475194, 23.5850266]"
Greater Golden Doorsd,,"[58.5490962, 23.5847254]"
Al Kaif Trading,,"[58.5474864, 23.5846471]"
Al Haier United Trading,,"[58.5444075, 23.5850202]"
Ruwi Shopping Centre,,"[58.5446886, 23.5848989]"
الموج الأحمر للتجارة RED WAVE IT,,"[57.2872572, 22.9560358]"
أجيال الملياس,,"[57.2849636, 22.9497594]"
شمس الطفولة,,"[57.2854493, 22.9479963]"
شمس الطفولة,,"[57.2839455, 22.9488391]"
Hypermarket,,"[57.276842, 23.1018511]"
الخروصي لبيع الأثاث,,"[57.284618, 22.947334]"
The Cold Shop,,"[57.332954, 23.0229445]"
Laundry,,"[58.541122, 23.6005786]"
Talentz Enterprises,,"[58.5398125, 23.5990353]"
Barber Shop,,"[58.5441645, 23.6031859]"
Al burad Trading,,"[58.110992, 23.4622688]"
الرفاه,,"[58.3849225, 23.5887833]"
Super Market,,"[58.4309007, 23.5874118]"
Modern Projects of Muscat,,"[58.2240487, 23.594434]"
Samad Center,,"[58.3705066, 23.5937725]"
Raha Lol,,"[58.3661832, 23.5942446]"
Beautrication,,"[58.4050464, 23.5916455]"
Laundry,,"[58.4042002, 23.5887845]"
Manual,,"[58.4265783, 23.5806949]"
Marmar Stone,,"[58.4209307, 23.5965763]"
تجارة مواد البناء,,"[58.4026845, 23.5883857]"
القمة للأثاث العالمي,,"[58.4028013, 23.5883905]"
الشاي العماني,,"[58.3906927, 23.5928911]"
Supermarket,,"[57.0412294, 23.2268486]"
قطع غيار السيارات مستعملة,,"[58.0979306, 23.6547844]"
كهربائي السيارات,,"[58.1014067, 23.6604203]"
Jana Rose,,"[58.2333896, 23.630856]"
مواد غذائية,,"[58.209945, 23.6623081]"
Gafoor,,"[58.1991929, 23.6335526]"
حلاق,,"[58.2245431, 23.6551011]"
كراج سيارات صبغ السيارات,,"[58.1074628, 23.6570102]"
Sale of Electronics,,"[58.2442099, 23.631451]"
Photo Shop,,"[58.2324207, 23.6321293]"
الدلفين للغسيل الجاف,,"[58.233901, 23.6375534]"
عبد الصمد القريشي,,"[58.2141681, 23.6514209]"
المدينة - قطع الغيار السيارات,,"[58.1068925, 23.657557]"
كهربائي سيارات,,"[58.1908578, 23.675494]"
المعبيلة للتسويق,,"[58.1055582, 23.6551061]"
مزرعة دواجن,,"[58.1984482, 23.6672827]"
تمور الطيبات,,"[58.1975483, 23.6679589]"
مشتل زراعي,,"[58.2059216, 23.6576677]"
مكتبة,,"[58.2065712, 23.6594661]"
حلاق,,"[58.206255, 23.6591516]"
البادي تيونر,,"[58.1471897, 23.6845985]"
ibra,,"[58.5438666, 22.6912373]"
Ladies Tailoring,,"[58.5491319, 23.5848613]"
Abu Ammed Al Brasmen Trading,,"[58.5456934, 23.5845427]"
Washing Clothes,,"[58.5439391, 23.5857251]"
Farzana,,"[58.548605, 23.5857355]"
Lighting Centre,,"[58.54873, 23.5857969]"
Wholesale of Different Food Products,,"[58.5219964, 23.5869758]"
Fresh Juice & Ice Cream,,"[58.542679, 23.5965718]"
Household & Luxuries,,"[58.5439098, 23.59028]"
Rawabi Food Stuff,,"[58.5438371, 23.5902782]"
Cell Corner,,"[58.5432701, 23.5918445]"
Ashtel,,"[58.5431452, 23.5914908]"
Gifa,,"[58.5431358, 23.5913387]"
Skyblue United,,"[58.5428594, 23.5903123]"
Kakety,,"[58.3636526, 23.5931774]"
Top up Shop,,"[58.3666709, 23.5940446]"
Barber Shop,,"[58.366223, 23.5941208]"
Tea Time,,"[58.3690569, 23.5958064]"
Pentair Pools & Spa,,"[58.4073066, 23.5850499]"
Barber Shop,,"[58.4070625, 23.6021705]"
Sale of Food Stuff,,"[58.407156, 23.6021823]"
Al Khder,,"[58.4072188, 23.6021811]"
Laundry,,"[58.3896037, 23.5929545]"
Laundry & Dry Cleaning,,"[58.3897115, 23.5935672]"
Sweet Nuts & Coffee & Spices,,"[58.3995737, 23.5945584]"
Touba Shopping Center,,"[58.3994342, 23.5945953]"
Barber Shop,,"[58.3934117, 23.6004017]"
Laundry,,"[58.3934537, 23.6004065]"
Taste Bakery,,"[58.3935206, 23.6004029]"
Akasia,,"[58.3936453, 23.6003813]"
Al Kabi Coffee Shop,,"[58.4176896, 23.5924353]"
Aldyafa For Omani Food,,"[58.4242862, 23.5943304]"
Cotton White,,"[58.426959, 23.5920588]"
Ahmed Jewellery,,"[58.4279647, 23.5916872]"
Travel City,,"[58.4279663, 23.5916435]"
Lozari,,"[58.427963, 23.5914722]"
Candlelight Spa & beauty,,"[58.4272887, 23.5907872]"
Repair of Washing Machines Refrigerators & Air Conditioners,,"[58.4247799, 23.5901757]"
Ardh Al Saddah Trading,,"[58.4248443, 23.5902644]"
Laundry,,"[58.4248766, 23.5903222]"
Grill & Manual Bakery,,"[58.4249088, 23.5903759]"
Beach Sunrise Travel & Tours,,"[58.421988, 23.586922]"
Muscat Beauty Centre,,"[58.4245422, 23.5862143]"
Dar Al Futun Beaauty Shop,,"[58.425979, 23.5862587]"
Al Dahleez Manpower,,"[58.4261954, 23.5861633]"
Modern Plastic,,"[58.4258668, 23.5856729]"
Al Anba Coffee Shop,,"[58.4253773, 23.5856889]"
Ladies Tailoring,,"[58.4249442, 23.5857]"
Detaling Curtains,,"[58.4248959, 23.5856975]"
Laundry,,"[58.4248597, 23.5857012]"
MG Computer s]Sales & Services,,"[58.4248248, 23.5857037]"
Ladies Tailoring,,"[58.4247899, 23.5857086]"
Barber Shop,,"[58.4237574, 23.5856861]"
Al Nafa Natural Herbs Center,,"[58.4229838, 23.5860508]"
Barber Shop,,"[58.4229876, 23.5861257]"
Modern Capital Optician,,"[58.4302971, 23.5925233]"
Global Security Technology,,"[58.430413, 23.5926899]"
Baital Sarafah,,"[58.4303671, 23.5926112]"
Al-Khuwair Amusement Center,,"[58.4298537, 23.5918234]"
Ladies Tailoring & Abayat,,"[58.4293641, 23.5915956]"
ARTIST,,"[58.4291405, 23.5913982]"
Dar Al Shiekh Shoes,,"[58.4289718, 23.5912181]"
Modern Capital Optician,,"[58.4289789, 23.591298]"
Todays Optics,,"[58.4285822, 23.5921154]"
Kool Car1,,"[58.4286041, 23.5925879]"
Roma Shoes,,"[58.4286082, 23.5927233]"
Opticals,,"[58.4288792, 23.5928382]"
Royal Excellent Shawl,,"[58.4288783, 23.5927688]"
Alluban Alfakher,,"[58.4288792, 23.5927133]"
Coco's Blender,,"[58.4288733, 23.5926462]"
City Tea,,"[58.4293378, 23.5922961]"
Exclusive Cotton House,,"[58.4299193, 23.592842]"
Vama Boutique,,"[58.429984, 23.592913]"
The Bedroom,,"[58.4396347, 23.5965416]"
Egyptian Furniture,,"[58.4399463, 23.5964986]"
Ladies Tailoring,,"[58.3976472, 23.5349947]"
Ladies Tailoring,,"[58.3929007, 23.5312038]"
Laundry,,"[58.3947155, 23.5378825]"
Cotton White,,"[58.4019573, 23.5571973]"
Al Jeel Almaed Bookshop,,"[58.4023935, 23.559203]"
Al Salneya Coffee Shop,,"[58.3838818, 23.5343238]"
House Hold Items & Luxuries,,"[58.3839566, 23.5342178]"
Sach,,"[58.4453978, 23.600795]"
Casa Blue,,"[58.4062528, 23.5897112]"
Anwar Jewellery,,"[58.4060159, 23.5899587]"
Moon Jewellers,,"[58.4060225, 23.5900011]"
Abu Dhuha,,"[58.4060509, 23.5914296]"
Tailoring & Abayat,,"[58.4058573, 23.5910222]"
Dubai al Arabiya,,"[58.4058387, 23.5909967]"
Retail of Curtains & Furnishings,,"[58.40705, 23.5923103]"
Laundry,,"[58.4071352, 23.592289]"
Retail of Construction Material,,"[58.4072544, 23.59192]"
Sales of Readymade Garments,,"[58.405876, 23.5904141]"
"Carpet, Curtain & Furnishing",,"[58.4058172, 23.5903489]"
Super Fone,,"[58.4050706, 23.5895589]"
Al Massisa Travel & Tours,,"[58.4050427, 23.5895376]"
Arabian Opticals,,"[58.4041864, 23.5905576]"
Metro International,,"[58.4041314, 23.5900996]"
Habib Salem,,"[58.4039724, 23.5899413]"
Sale & Repairing of Bicycles,,"[58.4022386, 23.5879845]"
Bait al Khair,,"[58.4015789, 23.5850646]"
Al Rayan Printing Press,,"[58.4001742, 23.5841862]"
Food Stuff,,"[58.4001635, 23.584154]"
Carzspa,,"[58.400113, 23.5840447]"
Sale of Household Items,,"[58.3985964, 23.5859582]"
Barber Shop,,"[58.4008462, 23.5919269]"
Atesco,,"[58.4007346, 23.5919381]"
Chiceken & Meat Products,,"[58.4056126, 23.5914815]"
Lifestyle Studio Kitchens,,"[58.4035882, 23.5940365]"
Laundry,,"[58.4061007, 23.5950806]"
Cold Store,,"[58.4061489, 23.5950762]"
Barber Shop,,"[58.4049618, 23.5889993]"
AL Hasni Grobal Travel & Tours,,"[58.4041643, 23.5888127]"
Barber Shop,,"[58.4041249, 23.5888331]"
San Foods,,"[58.4019754, 23.5914461]"
Ghubra Furnishings,,"[58.4025726, 23.5919934]"
Handsome Face,,"[58.4029821, 23.5921518]"
Injaz Travel & Tourism,,"[58.4031029, 23.5921793]"
Abu Haboon Furniture,,"[58.4043017, 23.5912287]"
Al Jeel Al Waed Bookshop,,"[58.4045305, 23.5902517]"
For Sale Meat & Chicken,,"[58.4044599, 23.5902027]"
City Lighting Centre,,"[58.4005743, 23.5916117]"
West Asia for Lighting,,"[58.4004698, 23.591616]"
Al Adil Cold Stores,,"[58.5515185, 23.5920255]"
OTE Service,,"[58.555288, 23.5913393]"
National Insecticides,,"[58.5590086, 23.5870971]"
Auto Parts Centre,,"[58.5607636, 23.5913048]"
Used Spare Parts,,"[58.5606506, 23.5944105]"
Auto Repair,,"[58.5606393, 23.5944318]"
Auto Electrician,,"[58.5605695, 23.5945618]"
Auto Electrician,,"[58.5605556, 23.5945918]"
Vehicle Repairing,,"[58.5604665, 23.5955042]"
Spare Parts,,"[58.5609086, 23.5918203]"
Auto Electrician,,"[58.5604486, 23.5952254]"
Sale the Electronics Services,,"[58.5636427, 23.5862285]"
Sarah Radiators,,"[58.5625546, 23.5889681]"
Steel Workshop,,"[58.5625157, 23.5891968]"
Al Nasr,,"[58.5623903, 23.5896278]"
Amels Brakes Repairing,,"[58.5622992, 23.5901746]"
Steel Workshop,,"[58.5623295, 23.5904987]"
Car & Vehicle Repairing,,"[58.562412, 23.5907054]"
Car & Trucks Repairing,,"[58.5643769, 23.5916986]"
Steel Manual Lathe,,"[58.5643923, 23.591699]"
Sale of New Spare Parts,,"[58.5644608, 23.5917014]"
Sale of New Spare Parts,,"[58.5644062, 23.5916995]"
Auto Electrician,,"[58.5644197, 23.5916999]"
Muscat Sky Line,,"[58.5662198, 23.5922692]"
Car Spare Parts,,"[58.5647471, 23.5922903]"
Refrehments,,"[58.5646116, 23.5924414]"
Revamp,,"[58.5645885, 23.5926734]"
Amwaj Muscat Al Wataniya,,"[58.5648404, 23.5934607]"
Laundry,,"[58.5651618, 23.5808954]"
Barber Shop,,"[58.5651187, 23.5808776]"
Laundry,,"[58.5650809, 23.5808598]"
Wady Way,,"[58.5645577, 23.5832937]"
Laundry,,"[58.5664014, 23.5763537]"
Tandoor,,"[58.5665251, 23.5763701]"
First Flight Logistics,,"[58.5514445, 23.5924242]"
Fun Juice,,"[58.5514941, 23.5931603]"
Digital Graphics,,"[58.5522171, 23.592186]"
Laundry,,"[58.5523848, 23.5922618]"
Al Waseet Al Arabi Trading,,"[58.5522312, 23.5930066]"
Al Arkan,,"[58.5521627, 23.5931408]"
Office Equipment Company,,"[58.5521509, 23.5934699]"
DDA,,"[58.5521084, 23.59355]"
Sachin Technologies,,"[58.5516123, 23.5941843]"
Assaraya Travel & Tourism,,"[58.5515485, 23.5943056]"
Al Madine Take,,"[58.5525832, 23.5931278]"
Al Ansari Trading,,"[58.556701, 23.5912031]"
Al Tawash,,"[58.5588343, 23.5891788]"
Al Mahazi Furnishing,,"[58.5542915, 23.590729]"
Indraprastha,,"[58.549747, 23.5936187]"
Al Aseel Travel & Tourism,,"[58.5506993, 23.593907]"
Farook International,,"[58.5512401, 23.5927776]"
Graphic,,"[58.5545473, 23.5918812]"
Nakshatra Botique,,"[58.5544374, 23.5919859]"
Manufacture of Curtains,,"[58.5541573, 23.5921892]"
Oman Gulf Enterprises,,"[58.5566233, 23.5908171]"
Al Sahwah,,"[58.5567333, 23.5907662]"
Nassar & Saif Trading,,"[58.5584334, 23.5890974]"
Coffeshop,,"[58.5584584, 23.5890608]"
House of Tyres,,"[58.5584859, 23.589015]"
Car Tyres Repairing,,"[58.5585109, 23.588976]"
Sale of Spare Parts,,"[58.5585384, 23.5889348]"
Ruwi Center for Wedding Card,,"[58.5585879, 23.5888476]"
Aluminum Workshop,,"[58.5586608, 23.5887506]"
Ardh Al Arab Furniture,,"[58.5586861, 23.5887111]"
Ardh Al Arab Office Furniture,,"[58.5587061, 23.5886802]"
Zubair Travel & Tours,,"[58.5587239, 23.5886542]"
Integrated Projects & Dubai,,"[58.5587418, 23.5886214]"
Manual Aluminum Workshop,,"[58.5587628, 23.5885896]"
Sigma Paints,,"[58.5592146, 23.5877146]"
Lyanabi,,"[58.5591759, 23.5877568]"
Al Dastoor,,"[58.5591746, 23.587667]"
Printing & Packaging,,"[58.5535518, 23.587971]"
Steel Welding Workshop,,"[58.5561386, 23.5869571]"
